date,description,categorie,type,montant
2025-11-04,Plein de Carburant (Flotte),Carburant,debit,70714
2025-11-04,Réparation Camion / Pièces,Entretien,debit,349626
2025-11-05,Facture Client - Livraison Express,Ventes,credit,25140
2025-11-05,Facture Client - Livraison Express,Ventes,credit,38220
2025-11-05,Plein de Carburant (Flotte),Carburant,debit,42947
2025-11-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-11-06,Facture Client - Déménagement,Ventes,credit,170907
2025-11-06,Facture Client - Déménagement,Ventes,credit,128546
2025-11-07,Facture Client - Livraison Express,Ventes,credit,67815
2025-11-08,Plein de Carburant (Flotte),Carburant,debit,48207
2025-11-09,Facture Client - Livraison Express,Ventes,credit,67302
2025-11-09,Facture Client - Déménagement,Ventes,credit,144250
2025-11-09,Facture Client - Fret Régional,Ventes,credit,382409
2025-11-09,Plein de Carburant (Flotte),Carburant,debit,49453
2025-11-10,Facture Client - Déménagement,Ventes,credit,198244
2025-11-10,Facture Client - Fret Régional,Ventes,credit,178038
2025-11-10,Plein de Carburant (Flotte),Carburant,debit,80664
2025-11-11,Facture Client - Déménagement,Ventes,credit,145870
2025-11-11,Facture Client - Fret Régional,Ventes,credit,361925
2025-11-11,Facture Client - Livraison Express,Ventes,credit,66848
2025-11-11,Facture Client - Livraison Express,Ventes,credit,36397
2025-11-12,Facture Client - Fret Régional,Ventes,credit,255381
2025-11-12,Facture Client - Fret Régional,Ventes,credit,315106
2025-11-12,Facture Client - Déménagement,Ventes,credit,118909
2025-11-13,Facture Client - Fret Régional,Ventes,credit,211006
2025-11-13,Facture Client - Livraison Express,Ventes,credit,73924
2025-11-13,Facture Client - Fret Régional,Ventes,credit,295162
2025-11-13,Plein de Carburant (Flotte),Carburant,debit,40068
2025-11-14,Facture Client - Fret Régional,Ventes,credit,319935
2025-11-14,Facture Client - Livraison Express,Ventes,credit,41785
2025-11-14,Facture Client - Déménagement,Ventes,credit,128356
2025-11-15,Facture Client - Livraison Express,Ventes,credit,30396
2025-11-15,Facture Client - Fret Régional,Ventes,credit,326924
2025-11-15,Plein de Carburant (Flotte),Carburant,debit,72386
2025-11-16,Facture Client - Fret Régional,Ventes,credit,179999
2025-11-16,Facture Client - Déménagement,Ventes,credit,194764
2025-11-16,Facture Client - Livraison Express,Ventes,credit,54192
2025-11-16,Plein de Carburant (Flotte),Carburant,debit,67588
2025-11-17,Facture Client - Déménagement,Ventes,credit,168099
2025-11-17,Facture Client - Livraison Express,Ventes,credit,52520
2025-11-17,Plein de Carburant (Flotte),Carburant,debit,69888
2025-11-18,Facture Client - Livraison Express,Ventes,credit,28293
2025-11-18,Facture Client - Déménagement,Ventes,credit,180504
2025-11-18,Facture Client - Fret Régional,Ventes,credit,152518
2025-11-19,Facture Client - Déménagement,Ventes,credit,86465
2025-11-20,Facture Client - Déménagement,Ventes,credit,153025
2025-11-20,Facture Client - Livraison Express,Ventes,credit,70627
2025-11-20,Facture Client - Fret Régional,Ventes,credit,178921
2025-11-20,Plein de Carburant (Flotte),Carburant,debit,52769
2025-11-21,Facture Client - Livraison Express,Ventes,credit,65980
2025-11-21,Plein de Carburant (Flotte),Carburant,debit,60138
2025-11-22,Plein de Carburant (Flotte),Carburant,debit,49257
2025-11-23,Plein de Carburant (Flotte),Carburant,debit,49997
2025-11-24,Facture Client - Livraison Express,Ventes,credit,51267
2025-11-24,Plein de Carburant (Flotte),Carburant,debit,75909
2025-11-25,Facture Client - Livraison Express,Ventes,credit,56700
2025-11-25,Facture Client - Déménagement,Ventes,credit,89488
2025-11-25,Plein de Carburant (Flotte),Carburant,debit,82586
2025-11-26,Facture Client - Déménagement,Ventes,credit,174571
2025-11-26,Facture Client - Déménagement,Ventes,credit,150295
2025-11-26,Plein de Carburant (Flotte),Carburant,debit,44369
2025-11-27,Facture Client - Fret Régional,Ventes,credit,221936
2025-11-27,Facture Client - Livraison Express,Ventes,credit,58682
2025-11-27,Facture Client - Fret Régional,Ventes,credit,284458
2025-11-27,Facture Client - Déménagement,Ventes,credit,113125
2025-11-27,Plein de Carburant (Flotte),Carburant,debit,53712
2025-11-28,Facture Client - Déménagement,Ventes,credit,85109
2025-11-28,Plein de Carburant (Flotte),Carburant,debit,58631
2025-11-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-11-29,Plein de Carburant (Flotte),Carburant,debit,45361
2025-11-30,Plein de Carburant (Flotte),Carburant,debit,89679
2025-12-01,Facture Client - Déménagement,Ventes,credit,115564
2025-12-01,Plein de Carburant (Flotte),Carburant,debit,65179
2025-12-02,Facture Client - Fret Régional,Ventes,credit,301011
2025-12-02,Facture Client - Fret Régional,Ventes,credit,337104
2025-12-02,Facture Client - Fret Régional,Ventes,credit,150065
2025-12-02,Facture Client - Déménagement,Ventes,credit,159824
2025-12-02,Plein de Carburant (Flotte),Carburant,debit,89564
2025-12-03,Facture Client - Déménagement,Ventes,credit,96502
2025-12-03,Plein de Carburant (Flotte),Carburant,debit,45915
2025-12-04,Facture Client - Déménagement,Ventes,credit,165670
2025-12-04,Facture Client - Déménagement,Ventes,credit,154951
2025-12-04,Facture Client - Livraison Express,Ventes,credit,46963
2025-12-05,Facture Client - Fret Régional,Ventes,credit,339214
2025-12-05,Facture Client - Livraison Express,Ventes,credit,34130
2025-12-05,Plein de Carburant (Flotte),Carburant,debit,63270
2025-12-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2025-12-06,Facture Client - Déménagement,Ventes,credit,99749
2025-12-06,Plein de Carburant (Flotte),Carburant,debit,41188
2025-12-07,Plein de Carburant (Flotte),Carburant,debit,69622
2025-12-08,Facture Client - Déménagement,Ventes,credit,183703
2025-12-08,Facture Client - Livraison Express,Ventes,credit,49856
2025-12-08,Facture Client - Fret Régional,Ventes,credit,254744
2025-12-08,Facture Client - Déménagement,Ventes,credit,124115
2025-12-08,Plein de Carburant (Flotte),Carburant,debit,41313
2025-12-09,Facture Client - Livraison Express,Ventes,credit,39636
2025-12-09,Facture Client - Livraison Express,Ventes,credit,41767
2025-12-09,Facture Client - Déménagement,Ventes,credit,97290
2025-12-09,Facture Client - Fret Régional,Ventes,credit,310242
2025-12-09,Plein de Carburant (Flotte),Carburant,debit,71412
2025-12-10,Facture Client - Fret Régional,Ventes,credit,391492
2025-12-10,Facture Client - Fret Régional,Ventes,credit,217159
2025-12-10,Facture Client - Déménagement,Ventes,credit,126348
2025-12-11,Facture Client - Livraison Express,Ventes,credit,45292
2025-12-11,Facture Client - Fret Régional,Ventes,credit,328804
2025-12-11,Facture Client - Déménagement,Ventes,credit,190064
2025-12-12,Facture Client - Fret Régional,Ventes,credit,396216
2025-12-12,Facture Client - Fret Régional,Ventes,credit,318276
2025-12-12,Facture Client - Livraison Express,Ventes,credit,42440
2025-12-12,Facture Client - Livraison Express,Ventes,credit,59958
2025-12-12,Plein de Carburant (Flotte),Carburant,debit,55855
2025-12-13,Plein de Carburant (Flotte),Carburant,debit,64008
2025-12-14,Plein de Carburant (Flotte),Carburant,debit,69575
2025-12-15,Facture Client - Déménagement,Ventes,credit,92499
2025-12-15,Facture Client - Livraison Express,Ventes,credit,61597
2025-12-15,Plein de Carburant (Flotte),Carburant,debit,68454
2025-12-15,Paiement Taxes / Patente,Impôts,debit,600000
2025-12-16,Facture Client - Fret Régional,Ventes,credit,162814
2025-12-16,Facture Client - Fret Régional,Ventes,credit,353749
2025-12-16,Plein de Carburant (Flotte),Carburant,debit,67181
2025-12-17,Facture Client - Déménagement,Ventes,credit,109165
2025-12-17,Facture Client - Livraison Express,Ventes,credit,36725
2025-12-17,Plein de Carburant (Flotte),Carburant,debit,50018
2025-12-18,Facture Client - Livraison Express,Ventes,credit,59968
2025-12-19,Facture Client - Fret Régional,Ventes,credit,273006
2025-12-19,Facture Client - Déménagement,Ventes,credit,93181
2025-12-19,Facture Client - Fret Régional,Ventes,credit,213772
2025-12-19,Plein de Carburant (Flotte),Carburant,debit,67978
2025-12-20,Plein de Carburant (Flotte),Carburant,debit,77516
2025-12-21,Plein de Carburant (Flotte),Carburant,debit,75499
2025-12-22,Facture Client - Fret Régional,Ventes,credit,340810
2025-12-22,Facture Client - Livraison Express,Ventes,credit,28433
2025-12-22,Facture Client - Fret Régional,Ventes,credit,273054
2025-12-22,Facture Client - Fret Régional,Ventes,credit,173920
2025-12-22,Plein de Carburant (Flotte),Carburant,debit,80058
2025-12-23,Facture Client - Déménagement,Ventes,credit,187754
2025-12-23,Facture Client - Fret Régional,Ventes,credit,340084
2025-12-23,Facture Client - Livraison Express,Ventes,credit,43577
2025-12-23,Facture Client - Livraison Express,Ventes,credit,52093
2025-12-23,Plein de Carburant (Flotte),Carburant,debit,59813
2025-12-24,Facture Client - Déménagement,Ventes,credit,143107
2025-12-24,Facture Client - Livraison Express,Ventes,credit,41469
2025-12-24,Facture Client - Déménagement,Ventes,credit,196417
2025-12-24,Plein de Carburant (Flotte),Carburant,debit,85822
2025-12-25,Facture Client - Livraison Express,Ventes,credit,38675
2025-12-25,Facture Client - Fret Régional,Ventes,credit,179987
2025-12-25,Plein de Carburant (Flotte),Carburant,debit,86402
2025-12-26,Facture Client - Fret Régional,Ventes,credit,339898
2025-12-26,Facture Client - Déménagement,Ventes,credit,139489
2025-12-26,Plein de Carburant (Flotte),Carburant,debit,43704
2025-12-27,Plein de Carburant (Flotte),Carburant,debit,76822
2025-12-28,Plein de Carburant (Flotte),Carburant,debit,55405
2025-12-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2025-12-29,Facture Client - Livraison Express,Ventes,credit,56281
2025-12-29,Facture Client - Déménagement,Ventes,credit,172337
2025-12-29,Facture Client - Livraison Express,Ventes,credit,38282
2025-12-29,Facture Client - Livraison Express,Ventes,credit,55458
2025-12-29,Plein de Carburant (Flotte),Carburant,debit,58268
2025-12-30,Facture Client - Déménagement,Ventes,credit,86186
2025-12-30,Facture Client - Déménagement,Ventes,credit,175642
2025-12-30,Facture Client - Fret Régional,Ventes,credit,288774
2025-12-30,Facture Client - Fret Régional,Ventes,credit,328583
2025-12-30,Plein de Carburant (Flotte),Carburant,debit,82541
2025-12-31,Facture Client - Fret Régional,Ventes,credit,372093
2025-12-31,Facture Client - Déménagement,Ventes,credit,186648
2025-12-31,Facture Client - Livraison Express,Ventes,credit,25901
2025-12-31,Plein de Carburant (Flotte),Carburant,debit,78764
2026-01-01,Facture Client - Fret Régional,Ventes,credit,253249
2026-01-01,Facture Client - Déménagement,Ventes,credit,158068
2026-01-01,Facture Client - Livraison Express,Ventes,credit,53504
2026-01-01,Plein de Carburant (Flotte),Carburant,debit,54043
2026-01-02,Facture Client - Livraison Express,Ventes,credit,41140
2026-01-02,Facture Client - Déménagement,Ventes,credit,189421
2026-01-05,Facture Client - Livraison Express,Ventes,credit,39885
2026-01-05,Facture Client - Déménagement,Ventes,credit,132688
2026-01-05,Facture Client - Livraison Express,Ventes,credit,37921
2026-01-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2026-01-06,Facture Client - Fret Régional,Ventes,credit,195114
2026-01-06,Facture Client - Livraison Express,Ventes,credit,47211
2026-01-06,Facture Client - Livraison Express,Ventes,credit,36725
2026-01-06,Facture Client - Déménagement,Ventes,credit,143367
2026-01-06,Plein de Carburant (Flotte),Carburant,debit,59836
2026-01-07,Facture Client - Fret Régional,Ventes,credit,397154
2026-01-07,Plein de Carburant (Flotte),Carburant,debit,82447
2026-01-08,Facture Client - Fret Régional,Ventes,credit,243721
2026-01-08,Facture Client - Déménagement,Ventes,credit,183391
2026-01-08,Facture Client - Fret Régional,Ventes,credit,270784
2026-01-09,Facture Client - Déménagement,Ventes,credit,151293
2026-01-09,Facture Client - Fret Régional,Ventes,credit,259205
2026-01-09,Plein de Carburant (Flotte),Carburant,debit,81493
2026-01-10,Facture Client - Livraison Express,Ventes,credit,28082
2026-01-10,Facture Client - Livraison Express,Ventes,credit,52920
2026-01-10,Facture Client - Fret Régional,Ventes,credit,261219
2026-01-10,Facture Client - Fret Régional,Ventes,credit,292788
2026-01-11,Plein de Carburant (Flotte),Carburant,debit,45754
2026-01-12,Facture Client - Fret Régional,Ventes,credit,190746
2026-01-12,Facture Client - Livraison Express,Ventes,credit,44126
2026-01-12,Facture Client - Fret Régional,Ventes,credit,317015
2026-01-13,Facture Client - Fret Régional,Ventes,credit,384982
2026-01-13,Facture Client - Livraison Express,Ventes,credit,67330
2026-01-13,Facture Client - Déménagement,Ventes,credit,95748
2026-01-13,Facture Client - Déménagement,Ventes,credit,93657
2026-01-13,Plein de Carburant (Flotte),Carburant,debit,83832
2026-01-14,Facture Client - Livraison Express,Ventes,credit,68830
2026-01-14,Facture Client - Déménagement,Ventes,credit,169418
2026-01-14,Facture Client - Déménagement,Ventes,credit,177646
2026-01-14,Facture Client - Déménagement,Ventes,credit,104731
2026-01-14,Plein de Carburant (Flotte),Carburant,debit,75011
2026-01-15,Facture Client - Fret Régional,Ventes,credit,160856
2026-01-15,Plein de Carburant (Flotte),Carburant,debit,55491
2026-01-16,Facture Client - Livraison Express,Ventes,credit,46989
2026-01-16,Facture Client - Fret Régional,Ventes,credit,222108
2026-01-16,Facture Client - Livraison Express,Ventes,credit,47153
2026-01-16,Plein de Carburant (Flotte),Carburant,debit,63016
2026-01-17,Facture Client - Déménagement,Ventes,credit,199923
2026-01-18,Réparation Camion / Pièces,Entretien,debit,182290
2026-01-19,Facture Client - Fret Régional,Ventes,credit,287310
2026-01-19,Facture Client - Fret Régional,Ventes,credit,399036
2026-01-19,Facture Client - Fret Régional,Ventes,credit,217530
2026-01-19,Facture Client - Fret Régional,Ventes,credit,189407
2026-01-19,Plein de Carburant (Flotte),Carburant,debit,89859
2026-01-20,Facture Client - Livraison Express,Ventes,credit,71987
2026-01-20,Facture Client - Livraison Express,Ventes,credit,46491
2026-01-20,Facture Client - Déménagement,Ventes,credit,147081
2026-01-21,Facture Client - Déménagement,Ventes,credit,196039
2026-01-21,Facture Client - Déménagement,Ventes,credit,162583
2026-01-21,Facture Client - Déménagement,Ventes,credit,107291
2026-01-21,Plein de Carburant (Flotte),Carburant,debit,54375
2026-01-22,Facture Client - Livraison Express,Ventes,credit,70673
2026-01-22,Plein de Carburant (Flotte),Carburant,debit,85918
2026-01-23,Facture Client - Fret Régional,Ventes,credit,307016
2026-01-23,Facture Client - Livraison Express,Ventes,credit,36222
2026-01-23,Facture Client - Fret Régional,Ventes,credit,256189
2026-01-24,Facture Client - Déménagement,Ventes,credit,185733
2026-01-24,Facture Client - Fret Régional,Ventes,credit,292011
2026-01-24,Facture Client - Déménagement,Ventes,credit,102404
2026-01-24,Plein de Carburant (Flotte),Carburant,debit,62872
2026-01-26,Facture Client - Livraison Express,Ventes,credit,25175
2026-01-26,Facture Client - Livraison Express,Ventes,credit,74653
2026-01-26,Facture Client - Fret Régional,Ventes,credit,340424
2026-01-27,Facture Client - Déménagement,Ventes,credit,121187
2026-01-27,Facture Client - Livraison Express,Ventes,credit,68957
2026-01-27,Facture Client - Fret Régional,Ventes,credit,159439
2026-01-27,Réparation Camion / Pièces,Entretien,debit,241513
2026-01-28,Facture Client - Fret Régional,Ventes,credit,299487
2026-01-28,Facture Client - Déménagement,Ventes,credit,96313
2026-01-28,Facture Client - Livraison Express,Ventes,credit,50044
2026-01-28,Facture Client - Fret Régional,Ventes,credit,314256
2026-01-28,Plein de Carburant (Flotte),Carburant,debit,74240
2026-01-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2026-01-29,Facture Client - Déménagement,Ventes,credit,137646
2026-01-29,Facture Client - Déménagement,Ventes,credit,136635
2026-01-29,Facture Client - Livraison Express,Ventes,credit,35259
2026-01-29,Plein de Carburant (Flotte),Carburant,debit,64252
2026-01-30,Facture Client - Déménagement,Ventes,credit,146868
2026-01-30,Facture Client - Déménagement,Ventes,credit,182284
2026-01-30,Facture Client - Déménagement,Ventes,credit,123140
2026-01-31,Plein de Carburant (Flotte),Carburant,debit,89061
2026-01-31,Réparation Camion / Pièces,Entretien,debit,245159
2026-02-01,Facture Client - Fret Régional,Ventes,credit,360337
2026-02-01,Facture Client - Fret Régional,Ventes,credit,159346
2026-02-01,Facture Client - Livraison Express,Ventes,credit,49000
2026-02-01,Facture Client - Livraison Express,Ventes,credit,43121
2026-02-01,Plein de Carburant (Flotte),Carburant,debit,73239
2026-02-02,Facture Client - Fret Régional,Ventes,credit,156617
2026-02-02,Facture Client - Déménagement,Ventes,credit,126047
2026-02-02,Facture Client - Fret Régional,Ventes,credit,277270
2026-02-02,Plein de Carburant (Flotte),Carburant,debit,84385
2026-02-02,Réparation Camion / Pièces,Entretien,debit,420322
2026-02-03,Facture Client - Fret Régional,Ventes,credit,239741
2026-02-03,Facture Client - Fret Régional,Ventes,credit,201857
2026-02-03,Facture Client - Déménagement,Ventes,credit,95077
2026-02-03,Facture Client - Livraison Express,Ventes,credit,45508
2026-02-04,Facture Client - Déménagement,Ventes,credit,111578
2026-02-04,Facture Client - Fret Régional,Ventes,credit,187744
2026-02-05,Facture Client - Déménagement,Ventes,credit,106811
2026-02-05,Facture Client - Déménagement,Ventes,credit,153615
2026-02-05,Facture Client - Fret Régional,Ventes,credit,239621
2026-02-05,Facture Client - Livraison Express,Ventes,credit,38324
2026-02-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2026-02-06,Facture Client - Fret Régional,Ventes,credit,234758
2026-02-06,Facture Client - Déménagement,Ventes,credit,179194
2026-02-06,Facture Client - Déménagement,Ventes,credit,101638
2026-02-06,Facture Client - Déménagement,Ventes,credit,112873
2026-02-06,Plein de Carburant (Flotte),Carburant,debit,75006
2026-02-07,Facture Client - Livraison Express,Ventes,credit,58456
2026-02-07,Facture Client - Déménagement,Ventes,credit,176982
2026-02-07,Facture Client - Livraison Express,Ventes,credit,42550
2026-02-07,Plein de Carburant (Flotte),Carburant,debit,64433
2026-02-08,Facture Client - Déménagement,Ventes,credit,84060
2026-02-08,Facture Client - Fret Régional,Ventes,credit,161389
2026-02-09,Facture Client - Fret Régional,Ventes,credit,334501
2026-02-09,Facture Client - Déménagement,Ventes,credit,86085
2026-02-09,Facture Client - Livraison Express,Ventes,credit,48755
2026-02-09,Facture Client - Fret Régional,Ventes,credit,212863
2026-02-09,Plein de Carburant (Flotte),Carburant,debit,77241
2026-02-10,Facture Client - Livraison Express,Ventes,credit,35316
2026-02-10,Facture Client - Livraison Express,Ventes,credit,47583
2026-02-10,Facture Client - Déménagement,Ventes,credit,82252
2026-02-10,Facture Client - Fret Régional,Ventes,credit,153404
2026-02-10,Plein de Carburant (Flotte),Carburant,debit,63884
2026-02-11,Facture Client - Déménagement,Ventes,credit,158103
2026-02-11,Facture Client - Déménagement,Ventes,credit,90254
2026-02-11,Facture Client - Déménagement,Ventes,credit,197383
2026-02-12,Facture Client - Livraison Express,Ventes,credit,73886
2026-02-12,Facture Client - Déménagement,Ventes,credit,94978
2026-02-12,Facture Client - Fret Régional,Ventes,credit,326845
2026-02-12,Facture Client - Déménagement,Ventes,credit,167949
2026-02-12,Plein de Carburant (Flotte),Carburant,debit,66972
2026-02-13,Facture Client - Livraison Express,Ventes,credit,30790
2026-02-13,Plein de Carburant (Flotte),Carburant,debit,89440
2026-02-14,Plein de Carburant (Flotte),Carburant,debit,56572
2026-02-14,Réparation Camion / Pièces,Entretien,debit,381011
2026-02-15,Facture Client - Déménagement,Ventes,credit,169554
2026-02-15,Plein de Carburant (Flotte),Carburant,debit,74868
2026-02-16,Facture Client - Déménagement,Ventes,credit,155233
2026-02-16,Facture Client - Fret Régional,Ventes,credit,213220
2026-02-16,Facture Client - Déménagement,Ventes,credit,140757
2026-02-16,Facture Client - Déménagement,Ventes,credit,138054
2026-02-16,Plein de Carburant (Flotte),Carburant,debit,41504
2026-02-16,Réparation Camion / Pièces,Entretien,debit,186707
2026-02-17,Facture Client - Livraison Express,Ventes,credit,68965
2026-02-17,Facture Client - Fret Régional,Ventes,credit,301675
2026-02-17,Plein de Carburant (Flotte),Carburant,debit,81969
2026-02-18,Facture Client - Livraison Express,Ventes,credit,57856
2026-02-18,Plein de Carburant (Flotte),Carburant,debit,87151
2026-02-19,Facture Client - Livraison Express,Ventes,credit,43810
2026-02-19,Plein de Carburant (Flotte),Carburant,debit,80562
2026-02-20,Facture Client - Livraison Express,Ventes,credit,72698
2026-02-20,Facture Client - Déménagement,Ventes,credit,151639
2026-02-20,Plein de Carburant (Flotte),Carburant,debit,69352
2026-02-21,Plein de Carburant (Flotte),Carburant,debit,54133
2026-02-22,Plein de Carburant (Flotte),Carburant,debit,78098
2026-02-23,Facture Client - Déménagement,Ventes,credit,146428
2026-02-23,Facture Client - Déménagement,Ventes,credit,181433
2026-02-23,Plein de Carburant (Flotte),Carburant,debit,63757
2026-02-24,Facture Client - Déménagement,Ventes,credit,148989
2026-02-24,Facture Client - Livraison Express,Ventes,credit,26550
2026-02-25,Facture Client - Fret Régional,Ventes,credit,314549
2026-02-26,Facture Client - Livraison Express,Ventes,credit,25937
2026-02-26,Facture Client - Fret Régional,Ventes,credit,189312
2026-02-27,Facture Client - Fret Régional,Ventes,credit,346668
2026-02-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2026-03-01,Facture Client - Déménagement,Ventes,credit,168581
2026-03-01,Facture Client - Livraison Express,Ventes,credit,60601
2026-03-01,Facture Client - Déménagement,Ventes,credit,179286
2026-03-01,Plein de Carburant (Flotte),Carburant,debit,85343
2026-03-02,Facture Client - Fret Régional,Ventes,credit,262074
2026-03-02,Facture Client - Déménagement,Ventes,credit,96793
2026-03-02,Facture Client - Livraison Express,Ventes,credit,32866
2026-03-02,Facture Client - Livraison Express,Ventes,credit,30375
2026-03-03,Facture Client - Livraison Express,Ventes,credit,48272
2026-03-03,Facture Client - Fret Régional,Ventes,credit,325284
2026-03-04,Facture Client - Livraison Express,Ventes,credit,68021
2026-03-04,Facture Client - Fret Régional,Ventes,credit,229379
2026-03-04,Facture Client - Fret Régional,Ventes,credit,320104
2026-03-04,Facture Client - Livraison Express,Ventes,credit,60817
2026-03-04,Plein de Carburant (Flotte),Carburant,debit,47603
2026-03-05,Facture Client - Déménagement,Ventes,credit,90489
2026-03-05,Facture Client - Livraison Express,Ventes,credit,50850
2026-03-05,Plein de Carburant (Flotte),Carburant,debit,65770
2026-03-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2026-03-06,Facture Client - Déménagement,Ventes,credit,199267
2026-03-06,Facture Client - Fret Régional,Ventes,credit,381068
2026-03-06,Facture Client - Déménagement,Ventes,credit,187229
2026-03-07,Facture Client - Livraison Express,Ventes,credit,62586
2026-03-07,Facture Client - Fret Régional,Ventes,credit,395945
2026-03-07,Facture Client - Fret Régional,Ventes,credit,286381
2026-03-07,Facture Client - Livraison Express,Ventes,credit,33455
2026-03-07,Plein de Carburant (Flotte),Carburant,debit,50803
2026-03-08,Plein de Carburant (Flotte),Carburant,debit,67748
2026-03-09,Facture Client - Déménagement,Ventes,credit,127220
2026-03-09,Facture Client - Livraison Express,Ventes,credit,35487
2026-03-09,Facture Client - Fret Régional,Ventes,credit,323496
2026-03-10,Facture Client - Fret Régional,Ventes,credit,271129
2026-03-10,Plein de Carburant (Flotte),Carburant,debit,83482
2026-03-11,Facture Client - Déménagement,Ventes,credit,142269
2026-03-11,Facture Client - Déménagement,Ventes,credit,158928
2026-03-11,Facture Client - Livraison Express,Ventes,credit,49791
2026-03-11,Facture Client - Déménagement,Ventes,credit,137059
2026-03-11,Plein de Carburant (Flotte),Carburant,debit,59103
2026-03-12,Facture Client - Déménagement,Ventes,credit,166759
2026-03-12,Facture Client - Déménagement,Ventes,credit,133639
2026-03-12,Facture Client - Déménagement,Ventes,credit,134971
2026-03-12,Facture Client - Livraison Express,Ventes,credit,48885
2026-03-12,Plein de Carburant (Flotte),Carburant,debit,62234
2026-03-13,Facture Client - Livraison Express,Ventes,credit,40876
2026-03-13,Facture Client - Déménagement,Ventes,credit,149017
2026-03-13,Facture Client - Livraison Express,Ventes,credit,59749
2026-03-13,Facture Client - Fret Régional,Ventes,credit,364870
2026-03-13,Plein de Carburant (Flotte),Carburant,debit,56900
2026-03-15,Facture Client - Livraison Express,Ventes,credit,67448
2026-03-15,Paiement Taxes / Patente,Impôts,debit,600000
2026-03-16,Facture Client - Livraison Express,Ventes,credit,56910
2026-03-16,Plein de Carburant (Flotte),Carburant,debit,85678
2026-03-17,Facture Client - Déménagement,Ventes,credit,114493
2026-03-17,Plein de Carburant (Flotte),Carburant,debit,45517
2026-03-18,Facture Client - Fret Régional,Ventes,credit,286849
2026-03-19,Facture Client - Déménagement,Ventes,credit,85650
2026-03-19,Facture Client - Livraison Express,Ventes,credit,74337
2026-03-19,Plein de Carburant (Flotte),Carburant,debit,61012
2026-03-20,Facture Client - Fret Régional,Ventes,credit,366188
2026-03-20,Plein de Carburant (Flotte),Carburant,debit,75130
2026-03-20,Réparation Camion / Pièces,Entretien,debit,375671
2026-03-21,Plein de Carburant (Flotte),Carburant,debit,44482
2026-03-22,Plein de Carburant (Flotte),Carburant,debit,69212
2026-03-23,Facture Client - Déménagement,Ventes,credit,120800
2026-03-23,Facture Client - Livraison Express,Ventes,credit,62958
2026-03-23,Facture Client - Livraison Express,Ventes,credit,47771
2026-03-23,Facture Client - Livraison Express,Ventes,credit,46499
2026-03-24,Facture Client - Fret Régional,Ventes,credit,308544
2026-03-24,Facture Client - Livraison Express,Ventes,credit,71933
2026-03-24,Facture Client - Déménagement,Ventes,credit,106068
2026-03-24,Facture Client - Fret Régional,Ventes,credit,225299
2026-03-24,Plein de Carburant (Flotte),Carburant,debit,74777
2026-03-25,Facture Client - Livraison Express,Ventes,credit,56831
2026-03-25,Facture Client - Livraison Express,Ventes,credit,65660
2026-03-25,Plein de Carburant (Flotte),Carburant,debit,89123
2026-03-26,Facture Client - Déménagement,Ventes,credit,172958
2026-03-26,Facture Client - Déménagement,Ventes,credit,111901
2026-03-26,Plein de Carburant (Flotte),Carburant,debit,51578
2026-03-27,Facture Client - Livraison Express,Ventes,credit,42119
2026-03-27,Plein de Carburant (Flotte),Carburant,debit,74449
2026-03-28,Facture Client - Fret Régional,Ventes,credit,293232
2026-03-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2026-03-29,Facture Client - Livraison Express,Ventes,credit,66194
2026-03-29,Facture Client - Déménagement,Ventes,credit,194919
2026-03-29,Facture Client - Fret Régional,Ventes,credit,229231
2026-03-29,Plein de Carburant (Flotte),Carburant,debit,61896
2026-03-30,Facture Client - Livraison Express,Ventes,credit,40414
2026-03-30,Plein de Carburant (Flotte),Carburant,debit,46686
2026-03-31,Facture Client - Fret Régional,Ventes,credit,351757
2026-03-31,Facture Client - Déménagement,Ventes,credit,124505
2026-03-31,Facture Client - Fret Régional,Ventes,credit,306722
2026-03-31,Plein de Carburant (Flotte),Carburant,debit,79001
2026-04-01,Facture Client - Déménagement,Ventes,credit,133531
2026-04-01,Facture Client - Déménagement,Ventes,credit,126973
2026-04-01,Plein de Carburant (Flotte),Carburant,debit,79630
2026-04-02,Facture Client - Fret Régional,Ventes,credit,298174
2026-04-02,Facture Client - Livraison Express,Ventes,credit,42645
2026-04-02,Plein de Carburant (Flotte),Carburant,debit,55018
2026-04-03,Facture Client - Livraison Express,Ventes,credit,45676
2026-04-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2026-04-05,Réparation Camion / Pièces,Entretien,debit,390087
2026-04-06,Facture Client - Déménagement,Ventes,credit,185895
2026-04-06,Facture Client - Fret Régional,Ventes,credit,306290
2026-04-06,Facture Client - Fret Régional,Ventes,credit,395540
2026-04-07,Facture Client - Livraison Express,Ventes,credit,40463
2026-04-07,Facture Client - Fret Régional,Ventes,credit,384652
2026-04-07,Facture Client - Fret Régional,Ventes,credit,226682
